"Geneid","Chr","Start","End","Strand","Length","CL1","CL2","CL3","LB1","LB2","LB3"
"PA1784","NC_002516.2",1932129,1932824,"-",696,5910,9144,2466,13984,15694,12756
"PA1785","NC_002516.2",1933054,1933632,"-",579,558,395,151,867,742,615
"PA1786","NC_002516.2",1933649,1934857,"-",1209,397,336,104,812,472,442
"PA1787","NC_002516.2",1935035,1937644,"-",2610,17153,28293,6319,17942,22834,23191
"PA1788","NC_002516.2",1938026,1938493,"+",468,3225,4642,1076,4384,5256,3103
"PA1789","NC_002516.2",1938549,1939412,"-",864,7445,12214,4259,23617,27564,11067
"PA1790","NC_002516.2",1939583,1940206,"+",624,628,914,259,1002,1103,441
"PA1791","NC_002516.2",1940255,1941586,"-",1332,509,838,129,859,421,237
"PA1792","NC_002516.2",1941720,1942442,"-",723,1845,2733,616,2355,2660,2174
"PA1793","NC_002516.2",1942447,1942944,"-",498,6520,10694,2126,8043,9440,6688
"PA1794","NC_002516.2",1943067,1944737,"+",1671,8560,14183,3268,11562,13202,11496
"PA1795","NC_002516.2",1944747,1946129,"+",1383,9848,11692,3455,11742,13592,13693
"PA1796","NC_002516.2",1946187,1947041,"-",855,2238,2743,868,2904,3906,1565
"PA1796.1","NC_002516.2",1947320,1947396,"+",77,6559,9000,2326,10870,14340,8596
"PA1796.2","NC_002516.2",1947448,1947523,"+",76,3552,5182,1284,5443,7337,4652
"PA1796.3","NC_002516.2",1947578,1947662,"+",85,1384,2124,544,1889,2770,997
"PA1796.4","NC_002516.2",1947729,1947804,"+",76,497,866,202,702,857,301
"PA1797a","NC_002516.2",1947994,1948215,"+",222,937,1222,178,761,564,623
"PA1797","NC_002516.2",1948502,1950334,"-",1833,1581,2293,378,1522,977,1106
"PA1798","NC_002516.2",1950439,1951725,"-",1287,1681,2226,559,2279,2194,1614
"PA1799","NC_002516.2",1951726,1952433,"-",708,1143,1539,293,1616,1333,1106
"PA1800","NC_002516.2",1952665,1953975,"+",1311,27812,46124,10666,33804,43249,26537
"PA1801","NC_002516.2",1954069,1954710,"+",642,21509,31256,7707,28393,34453,18911
"PA1802","NC_002516.2",1954815,1956095,"+",1281,96646,132340,26461,83944,97384,113702
"PA1803","NC_002516.2",1956227,1958623,"+",2397,84821,119613,20819,72753,88976,101584
"PA1804","NC_002516.2",1958759,1959031,"+",273,73100,104739,18201,79223,93645,109620
"PA1804.1","NC_002516.2",1959083,1959159,"+",77,12265,17048,3123,12108,16120,16230
"PA1805","NC_002516.2",1959263,1961128,"+",1866,8053,12578,2549,6981,7287,9763
"PA1806","NC_002516.2",1961227,1962024,"-",798,799,1109,166,938,548,813
"PA1807","NC_002516.2",1962046,1963656,"-",1611,1482,1769,297,1824,927,1585
"PA1808","NC_002516.2",1963658,1964677,"-",1020,1061,1320,224,1414,844,1010
"PA1809","NC_002516.2",1964682,1965764,"-",1083,1624,2457,384,2130,1677,1920
"PA1810","NC_002516.2",1965771,1967618,"-",1848,3346,4903,732,3396,2757,3948
"PA1811","NC_002516.2",1967615,1969444,"-",1830,2119,3081,588,3027,1944,2324
"PA1812","NC_002516.2",1969635,1971239,"-",1605,5595,8307,1606,4198,4708,6487
"PA1813","NC_002516.2",1971317,1972093,"-",777,1735,1647,533,2476,2890,2077
"PA1814","NC_002516.2",1972195,1972956,"+",762,2982,3408,1048,4162,5172,3455
"PA1815","NC_002516.2",1972959,1973405,"+",447,2143,2376,701,2355,2848,2860
"PA1816","NC_002516.2",1973470,1974210,"+",741,2062,2580,655,2060,2465,2473
"PA1817","NC_002516.2",1974238,1974627,"-",390,2954,2701,963,4525,4429,3709
"PA1818","NC_002516.2",1974821,1977076,"+",2256,5135,6003,925,4075,3122,5531
"PA1819","NC_002516.2",1977100,1978455,"+",1356,3892,5073,1004,5122,4863,6557
"PA1820","NC_002516.2",1978439,1979941,"-",1503,3382,4487,756,3789,3455,5274
"PA1821","NC_002516.2",1980165,1980977,"+",813,5285,6909,1830,7067,7872,7096
"PA1822","NC_002516.2",1981017,1982705,"+",1689,5183,5657,1602,5743,6498,9495
"PA1823","NC_002516.2",1982705,1983541,"+",837,3957,3874,796,2805,3354,6285
"PA1824","NC_002516.2",1983509,1984288,"-",780,1530,1222,337,1275,1571,2352
"PA1825","NC_002516.2",1984389,1985033,"+",645,744,546,215,908,932,1118
"PA1826","NC_002516.2",1985030,1985935,"-",906,1504,1176,443,2019,2188,2336
"PA1827","NC_002516.2",1986067,1986828,"+",762,449,411,110,583,513,459
"PA1828","NC_002516.2",1986989,1987756,"-",768,1657,2350,567,2161,2156,2631
"PA1829","NC_002516.2",1987781,1988851,"-",1071,2165,2972,727,3097,3161,2157
"PA1830","NC_002516.2",1989109,1989423,"-",315,17942,23538,2118,9072,9742,20390
"PA1831","NC_002516.2",1989484,1990194,"-",711,9394,12302,1323,5693,6222,10287
"PA1832","NC_002516.2",1990428,1991453,"+",1026,6278,7546,2049,8717,10397,6940
"PA1833","NC_002516.2",1991512,1992504,"+",993,9115,10572,3437,11150,14576,14551
"PA1833a","NC_002516.2",1992491,1993366,"-",876,4897,5410,1567,5700,6705,7587
"PA1835","NC_002516.2",1993461,1993898,"-",438,1322,1633,506,2151,2521,1948
"PA1836","NC_002516.2",1994021,1994602,"+",582,941,1255,363,2061,2025,1174
"PA1837","NC_002516.2",1994667,1995164,"-",498,1017,946,277,1124,1462,1073
"PA1838","NC_002516.2",1995148,1996806,"-",1659,4679,6382,1319,4831,5173,3102
"PA1837a","NC_002516.2",1997217,1997444,"-",228,31730,40737,8901,52996,59661,69562
"PA1839","NC_002516.2",1997509,1998549,"-",1041,1882,2124,613,2249,2828,1882
"PA1840","NC_002516.2",1998587,1998949,"+",363,3436,4465,1159,5070,5693,2890
"PA1841","NC_002516.2",1998963,1999460,"+",498,3085,3747,910,3600,3756,3577
"PA1842","NC_002516.2",1999512,1999874,"-",363,1823,1806,361,1556,1355,4009
"PA1843","NC_002516.2",1999889,2003593,"-",3705,8219,8588,1997,8652,8470,15246
"PA1844","NC_002516.2",2003868,2004332,"-",465,245,350,50,669,260,244
"PA1845","NC_002516.2",2004374,2004892,"-",519,210,297,53,406,201,163
"PA1846","NC_002516.2",2005254,2007542,"+",2289,3856,4415,1082,5516,4998,3574
"PA1847","NC_002516.2",2007665,2008249,"+",585,44076,57707,15877,54488,65860,40407
"PA1848","NC_002516.2",2008308,2009477,"-",1170,266,296,82,453,384,284
"PA1849","NC_002516.2",2009482,2009724,"-",243,46,64,20,124,64,47
"PA1850","NC_002516.2",2009747,2010751,"-",1005,1467,1204,580,2701,3133,1901
"PA1851","NC_002516.2",2011000,2012205,"+",1206,2193,2397,555,2941,2649,2351
"PA1852","NC_002516.2",2012255,2012530,"-",276,11536,13599,2457,12964,12152,18233
"PA1853","NC_002516.2",2012815,2013678,"+",864,1440,1407,584,2521,3147,1571
"PA1854","NC_002516.2",2013666,2014823,"-",1158,1126,1234,356,1542,1376,1439
"PA1855","NC_002516.2",2014915,2015136,"-",222,111,80,24,142,99,134
"PA1856","NC_002516.2",2015139,2016581,"-",1443,2279,3783,902,5051,4906,2727
"PA1857","NC_002516.2",2016928,2017851,"-",924,1226,1455,398,1810,1757,1497
"PA1858","NC_002516.2",2017967,2018794,"-",828,652,598,179,924,839,1008
"PA1859","NC_002516.2",2018803,2019690,"-",888,1893,2544,577,3455,3426,2458
"PA1860","NC_002516.2",2019776,2020603,"+",828,6249,6904,2519,12992,16178,10408
"PA1861","NC_002516.2",2020625,2021710,"-",1086,2830,2105,1302,5854,7867,5260
"PA1862","NC_002516.2",2021712,2022398,"-",687,843,1055,261,1537,1383,793
"PA1863","NC_002516.2",2022411,2023166,"-",756,1117,1451,418,2114,2000,1055
"PA1864","NC_002516.2",2023281,2023931,"-",651,215,115,126,645,793,299
"PA1865","NC_002516.2",2024065,2025744,"+",1680,2148,2009,713,2778,2975,2848
"PA1866","NC_002516.2",2025737,2028013,"+",2277,1415,1601,409,1862,1671,1770
"PA1866a","NC_002516.2",2028103,2028312,"+",210,530,401,157,880,1078,363
"PA1867","NC_002516.2",2028454,2028981,"+",528,81,66,25,185,121,49
"PA1868","NC_002516.2",2028968,2031298,"+",2331,408,389,101,822,556,422
"PA1869","NC_002516.2",2031466,2031705,"+",240,17216,24238,6022,27812,33849,26678
"PA1870","NC_002516.2",2031988,2032413,"+",426,237,99,61,237,362,380
"PA1871","NC_002516.2",2032695,2033951,"+",1257,24424,32108,8204,27339,40549,78141
"PA1872","NC_002516.2",2034066,2034857,"-",792,4581,4462,1580,4277,5378,5545
"PA1873","NC_002516.2",2034918,2035940,"-",1023,1352,1702,366,1567,1269,1319
"PA1874","NC_002516.2",2036441,2043847,"+",7407,12752,13315,4673,19370,24382,67091
"PA1875","NC_002516.2",2043847,2045124,"+",1278,1638,1824,460,2393,2320,11854
"PA1876","NC_002516.2",2045114,2047285,"+",2172,916,999,258,1416,1126,4101
"PA1877","NC_002516.2",2047275,2048462,"+",1188,1113,1221,293,1493,1325,5424
"PA1878","NC_002516.2",2048570,2049148,"-",579,739,790,186,1253,1017,2068
"PA1879","NC_002516.2",2049237,2049791,"-",555,575,590,221,990,1300,949
"PA1880","NC_002516.2",2049949,2052144,"-",2196,3265,3361,1163,4355,5303,6643
"PA1881","NC_002516.2",2052149,2052610,"-",462,769,812,265,1137,1321,1039
"PA1882","NC_002516.2",2052941,2053264,"+",324,346,378,84,442,247,242
"PA1883","NC_002516.2",2053277,2053675,"+",399,706,604,239,1454,1410,789
"PA1884","NC_002516.2",2053672,2054223,"-",552,855,643,293,1713,1990,980
"PA1885","NC_002516.2",2054309,2054842,"+",534,285,367,103,424,426,348
"PA1886","NC_002516.2",2054911,2057274,"+",2364,5362,6726,2577,24187,28926,13807
"PA1887","NC_002516.2",2057278,2057946,"-",669,3702,5372,1844,19046,22758,10838
"PA1888","NC_002516.2",2057930,2059339,"-",1410,7185,11730,4612,39632,51009,12323
"PA1889","NC_002516.2",2059569,2060552,"+",984,4288,5732,1631,16587,17221,7080
"PA1890","NC_002516.2",2060566,2061189,"-",624,1381,1355,537,2294,2603,1598
"PA1891","NC_002516.2",2061278,2061667,"-",390,55,52,13,81,55,62
"PA1892","NC_002516.2",2061664,2062401,"-",738,625,828,192,966,846,601
"PA1893","NC_002516.2",2062398,2064827,"-",2430,1399,1864,510,2466,2484,1725
"PA1894","NC_002516.2",2064853,2065545,"-",693,521,880,114,1070,404,499
"PA1895","NC_002516.2",2065493,2066767,"-",1275,1266,1488,361,2262,1395,1602
"PA1896","NC_002516.2",2066786,2067955,"-",1170,524,936,155,1120,414,542
"PA1897","NC_002516.2",2067961,2068728,"-",768,699,1151,172,1502,686,811
"PA1898","NC_002516.2",2069490,2070203,"+",714,5709,7269,1818,8175,8987,17937
"PA1899","NC_002516.2",2070685,2071173,"+",489,2759,3637,355,2015,2054,12653
"PA1900","NC_002516.2",2071209,2071697,"+",489,10124,15513,1025,4736,5990,70778
"PA1901","NC_002516.2",2071721,2072938,"+",1218,2352,3402,254,1032,1394,17366
"PA1902","NC_002516.2",2072935,2073558,"+",624,190,143,32,99,109,860
"PA1903","NC_002516.2",2073555,2075438,"+",1884,194,136,27,98,140,727
"PA1904","NC_002516.2",2075452,2076288,"+",837,87,53,13,53,65,361
"PA1905","NC_002516.2",2076311,2076958,"+",648,156,150,32,138,115,386
"PA1906","NC_002516.2",2077047,2077583,"-",537,439,391,96,597,524,671
"PA1907","NC_002516.2",2077626,2079266,"-",1641,362,374,88,635,402,527
"PA1908","NC_002516.2",2079263,2080474,"-",1212,67,46,17,140,52,68
"PA1909","NC_002516.2",2080661,2081812,"-",1152,309,292,53,548,216,175
"PA1910","NC_002516.2",2081853,2084267,"-",2415,806,770,190,1538,865,803
"PA1911","NC_002516.2",2084476,2085426,"-",951,1058,568,75,140,112,538
"PA1912","NC_002516.2",2085423,2085929,"-",507,1904,1176,156,388,240,895
"PA1913","NC_002516.2",2086021,2086701,"-",681,970,1249,231,1449,1065,645
"PA1914","NC_002516.2",2086808,2088034,"-",1227,1235,1782,345,2341,2242,10087
"PA1915","NC_002516.2",2088602,2090149,"-",1548,4239,4147,1386,7625,7524,6287
"PA1916","NC_002516.2",2090213,2091445,"-",1233,589,555,122,1359,566,575
"PA1917","NC_002516.2",2091490,2091837,"-",348,103,146,17,257,101,113
"PA1918","NC_002516.2",2091850,2093250,"-",1401,343,303,84,818,429,329
"PA1919","NC_002516.2",2093444,2094142,"-",699,922,827,219,987,1107,427
"PA1920","NC_002516.2",2094329,2096356,"-",2028,1708,1976,573,3038,2177,1125
"PA1921","NC_002516.2",2096514,2097323,"-",810,403,434,85,602,483,504
"PA1922","NC_002516.2",2097491,2099452,"+",1962,235,253,54,658,238,191
"PA1923","NC_002516.2",2099452,2103297,"+",3846,345,336,81,671,465,440
"PA1924","NC_002516.2",2103294,2103770,"+",477,156,167,40,271,142,90
"PA1925","NC_002516.2",2103770,2104096,"+",327,440,428,120,813,465,375
"PA1926","NC_002516.2",2104597,2106447,"+",1851,2299,2965,665,3289,3320,2818
"PA1927","NC_002516.2",2106580,2108880,"+",2301,9797,1204,294,2084,1766,74665
"PA1928","NC_002516.2",2108942,2109511,"-",570,423,329,123,711,640,1738
"PA1929","NC_002516.2",2109558,2109854,"-",297,124,80,62,313,320,209
"PA1930","NC_002516.2",2110226,2111521,"+",1296,4664,6373,1495,9859,11937,8903
"PA1931","NC_002516.2",2111691,2112203,"+",513,0,0,0,3,0,1
"PA1932","NC_002516.2",2112200,2113189,"+",990,0,0,0,2,2,2
"PA1933","NC_002516.2",2113186,2115390,"+",2205,1,5,0,8,16,3
"PA1934","NC_002516.2",2115885,2116265,"+",381,1120,1150,370,2150,2289,1770
"PA1937","NC_002516.2",2118585,2118893,"+",309,7986,11543,2556,8807,8666,8951
"PA1938","NC_002516.2",2118926,2119747,"+",822,7239,10535,2324,7747,7569,8008
"PA1939","NC_002516.2",2120225,2122222,"-",1998,1,0,0,3,1,1
"PA1940","NC_002516.2",2122579,2123718,"-",1140,1950,2699,649,2915,2727,2802
"PA1941","NC_002516.2",2123897,2125792,"-",1896,3490,3844,907,4147,4001,3579
"PA1942","NC_002516.2",2126104,2126334,"-",231,9455,5869,1250,9287,8873,23546
"PA1943","NC_002516.2",2126396,2127493,"-",1098,1606,1444,516,2687,2937,2557
"PA1944","NC_002516.2",2127684,2129171,"+",1488,5201,7044,1552,6651,7054,7340
"PA1945","NC_002516.2",2129307,2130635,"+",1329,1664,1690,486,2509,2572,1685
"PA1946","NC_002516.2",2130854,2131813,"+",960,26674,34480,8386,26604,29474,5105
"PA1947","NC_002516.2",2131835,2133367,"+",1533,4182,3900,880,2315,2596,1380
"PA1948","NC_002516.2",2133391,2134389,"+",999,2926,2815,529,2198,2086,1507
"PA1949","NC_002516.2",2134393,2135406,"+",1014,3272,2852,601,2383,2863,2000
"PA1950","NC_002516.2",2135460,2136386,"+",927,2409,1375,491,2397,3174,2022
"PA1951","NC_002516.2",2136520,2137785,"-",1266,4409,4985,961,5880,5543,5527
"PA1952","NC_002516.2",2137846,2138598,"-",753,170,143,27,320,110,99
"PA1953","NC_002516.2",2138612,2139292,"-",681,995,922,271,1214,1118,1161
"PA1954","NC_002516.2",2139354,2140376,"-",1023,896,1137,262,1246,806,906
"PA1955","NC_002516.2",2140433,2141002,"-",570,191,205,35,326,165,210
"PA1956","NC_002516.2",2140999,2141487,"-",489,127,117,35,189,141,137
"PA1957","NC_002516.2",2141790,2142317,"-",528,252,196,107,319,463,361
"PA1958","NC_002516.2",2142314,2142889,"-",576,1521,1908,526,1876,2217,1963
"PA1959","NC_002516.2",2143173,2144006,"+",834,756,1276,193,1337,414,362
"PA1960","NC_002516.2",2144077,2144799,"+",723,258,235,106,365,396,309
"PA1961","NC_002516.2",2144810,2145745,"-",936,466,473,220,865,900,550
"PA1962","NC_002516.2",2145894,2146502,"+",609,178,173,58,440,324,307
"PA1963","NC_002516.2",2146609,2146875,"+",267,1699,1251,389,2527,2413,2300
"PA1964","NC_002516.2",2146961,2148526,"-",1566,3924,5264,1157,4222,4702,2851
"PA1965","NC_002516.2",2148854,2149189,"+",336,800,721,197,967,891,843
"PA1966","NC_002516.2",2149472,2149843,"+",372,929,930,256,940,1195,1581
"PA1967","NC_002516.2",2149864,2150364,"-",501,597,610,132,467,530,1970
"PA1968","NC_002516.2",2150524,2150781,"+",258,219,340,70,314,294,172
"PA1969","NC_002516.2",2150828,2151220,"+",393,356,512,125,465,552,290
"PA1970","NC_002516.2",2151287,2151526,"-",240,195,291,34,305,144,473
"PA1971","NC_002516.2",2151755,2153068,"-",1314,416,503,87,587,225,243
"PA1972","NC_002516.2",2153594,2155297,"+",1704,452,569,125,1207,525,585
"PA1973","NC_002516.2",2155374,2157701,"+",2328,200,199,72,317,326,266
"PA1974","NC_002516.2",2157968,2159167,"+",1200,344,487,52,1300,322,335
"PA1975","NC_002516.2",2159270,2160433,"+",1164,210,213,52,614,250,232
"PA1976","NC_002516.2",2160363,2163008,"+",2646,643,494,175,1351,875,933
"PA1977","NC_002516.2",2163010,2163873,"-",864,107,108,29,221,133,165
"PA1978","NC_002516.2",2163883,2164548,"-",666,386,605,89,680,365,458
"PA1979","NC_002516.2",2165213,2165863,"+",651,69,73,38,240,160,122
"PA1980","NC_002516.2",2165876,2166553,"+",678,97,88,22,287,161,178
"PA1981","NC_002516.2",2166580,2167227,"-",648,27,27,8,46,33,22
"PA1982","NC_002516.2",2167281,2169152,"-",1872,686,633,154,1419,707,983
"PA1983","NC_002516.2",2169464,2169901,"+",438,198,139,44,605,224,189
"PA1984","NC_002516.2",2169988,2171508,"+",1521,1157,1535,277,900,605,601
"PA1985","NC_002516.2",2171865,2171936,"+",72,5944,5560,788,6728,5207,22199
"PA1986","NC_002516.2",2171989,2172903,"+",915,968,963,260,1061,998,1116
"PA1987","NC_002516.2",2172913,2173665,"+",753,1162,1213,284,1507,1323,2031
"PA1988","NC_002516.2",2173662,2173940,"+",279,883,915,217,967,860,1573
"PA1989","NC_002516.2",2173912,2175057,"+",1146,1388,1298,315,1572,1417,2672
"PA1990","NC_002516.2",2175062,2176888,"+",1827,456,336,127,571,569,854
"PA1991","NC_002516.2",2176974,2178137,"+",1164,1565,1329,387,2220,1991,2625
"PA1992","NC_002516.2",2178121,2179815,"+",1695,713,499,122,673,542,1288
"PA1993","NC_002516.2",2179848,2181056,"-",1209,393,365,67,546,340,392
"PA1994","NC_002516.2",2181181,2181744,"-",564,749,659,233,1258,1341,1275
"PA1995","NC_002516.2",2181741,2182097,"-",357,2032,1806,595,2835,3346,3349
"PA1996","NC_002516.2",2182116,2182394,"-",279,1374,1263,373,1840,2071,2088
"PA1997","NC_002516.2",2182452,2184407,"-",1956,2269,1817,573,2820,3134,4940
"PA1998","NC_002516.2",2184475,2185395,"-",921,1713,1525,647,3863,4273,2690
"PA1999","NC_002516.2",2185527,2186225,"+",699,14172,17442,2173,9950,10428,14859
"PA2000","NC_002516.2",2186260,2186916,"+",657,5970,8504,737,2314,2613,12303
"PA2001","NC_002516.2",2187065,2188246,"+",1182,3152,2516,649,2026,2994,11789
"PA2002","NC_002516.2",2188459,2189883,"+",1425,723,736,104,742,465,1263
"PA2003","NC_002516.2",2190084,2190854,"-",771,749,680,214,915,932,2226
"PA2004","NC_002516.2",2190891,2192282,"-",1392,746,728,193,1568,1274,1287
"PA2005","NC_002516.2",2192544,2193989,"-",1446,799,743,183,1017,714,1072
"PA2006","NC_002516.2",2194058,2195410,"-",1353,1294,1083,188,835,710,1698
"PA2007","NC_002516.2",2195494,2196132,"-",639,2752,1815,470,1597,2232,4610
"PA2008","NC_002516.2",2196129,2197427,"-",1299,3729,3892,741,2020,2585,6173
"PA2009","NC_002516.2",2197432,2198730,"-",1299,6092,6496,1253,4090,4616,8897
"PA2010","NC_002516.2",2198891,2199694,"+",804,1463,1346,314,1216,1356,1699
"PA2011","NC_002516.2",2199762,2200664,"-",903,32077,25714,3477,10197,13991,61602
"PA2012","NC_002516.2",2200685,2202652,"-",1968,26906,21424,3455,8430,13438,60854
"PA2013","NC_002516.2",2202649,2203446,"-",798,7882,5093,1290,3519,5449,21513
"PA2014","NC_002516.2",2203460,2205067,"-",1608,22589,18959,3867,11026,15055,52203
"PA2015","NC_002516.2",2205190,2206353,"-",1164,78525,84639,20968,65428,77119,150045
"PA2016","NC_002516.2",2206402,2206806,"-",405,33517,41654,11334,48155,52069,53521
"PA2017","NC_002516.2",2206999,2207928,"+",930,4248,3459,1134,4931,5359,5414
"PA2018","NC_002516.2",2208169,2211306,"-",3138,5326,5412,1658,7576,7963,6155
"PA2019","NC_002516.2",2211322,2212512,"-",1191,216,207,53,297,195,169
"PA2020","NC_002516.2",2212677,2213309,"+",633,6886,6588,2238,9642,11657,10251
"PA2021","NC_002516.2",2213315,2213539,"-",225,5121,3765,1222,5188,7198,7486
"PA2022","NC_002516.2",2213693,2215054,"+",1362,3140,3633,613,2805,2668,1937
"PA2023","NC_002516.2",2215102,2215941,"+",840,11552,15885,2454,7580,8972,5894
"PA2024","NC_002516.2",2216121,2216543,"-",423,267,344,82,414,436,627
"PA2025","NC_002516.2",2216688,2218043,"+",1356,5319,6044,2159,9077,9930,7420
"PA2026","NC_002516.2",2218098,2219099,"-",1002,902,1089,347,2097,1901,1223
"PA2027","NC_002516.2",2219253,2219645,"-",393,190,249,43,507,163,259
"PA2028","NC_002516.2",2219778,2220251,"+",474,559,776,126,937,584,487
"PA2029","NC_002516.2",2220275,2220574,"+",300,553,649,166,842,861,923
"PA2030","NC_002516.2",2220649,2220906,"-",258,6109,7246,2290,9926,13135,10517
"PA2031","NC_002516.2",2220903,2221157,"-",255,5554,6508,2177,8883,12165,9362
"PA2032","NC_002516.2",2221337,2222761,"+",1425,3562,4401,1320,6546,6808,6233
"PA2033","NC_002516.2",2222896,2223804,"+",909,4063,2718,516,933,884,2875
"PA2034","NC_002516.2",2223804,2224478,"+",675,2039,1589,280,545,541,1608
"PA2035","NC_002516.2",2224486,2226144,"-",1659,1414,1178,368,1438,1453,1521
"PA2036","NC_002516.2",2226879,2227400,"+",522,445,612,173,1275,799,595
"PA2037","NC_002516.2",2227541,2229001,"+",1461,0,0,0,3,1,1
"PA2038","NC_002516.2",2229126,2229440,"-",315,266,365,74,490,185,221
"PA2039","NC_002516.2",2229425,2230183,"-",759,482,661,146,1229,553,356
"PA2040","NC_002516.2",2230689,2232065,"+",1377,6900,8510,1928,7994,9069,10280
"PA2041","NC_002516.2",2232222,2233592,"+",1371,1823,2836,469,2723,2200,2296
"PA2042","NC_002516.2",2234080,2235309,"+",1230,1862,2539,492,2092,1742,1103
"PA2043","NC_002516.2",2235430,2236332,"+",903,389,334,137,634,582,390
"PA2044","NC_002516.2",2236492,2238366,"-",1875,1519,1672,427,1996,1760,1969
"PA2045","NC_002516.2",2238541,2238801,"-",261,512,575,156,801,768,493
"PA2046","NC_002516.2",2238860,2240214,"-",1355,1156,776,268,1047,1136,1035
"PA2047","NC_002516.2",2240302,2241291,"-",990,848,903,284,1621,1262,1312
"PA2048","NC_002516.2",2241816,2242112,"+",297,178,151,74,351,423,383
"PA2049","NC_002516.2",2242170,2244164,"-",1995,1172,1161,377,1658,1713,1204
"PA2050","NC_002516.2",2244492,2244998,"+",507,227,237,58,267,155,139
"PA2051","NC_002516.2",2244995,2245948,"+",954,153,146,43,184,188,107
"PA2052","NC_002516.2",2245986,2246456,"-",471,478,702,153,485,799,954
